387,25,1
243,750,1
880,742,1
800,739,1
791,716,1
949,715,1
853,715,1
380,678,1
584,616,1
775,606,1
752,591,1
357,753,1
112,586,1
884,567,1
240,560,1
687,551,1
661,545,1
333,529,1
28,525,1
667,520,1
447,497,1
153,493,1
971,1000,1
178,581,1
112,473,1
593,756,1
813,768,1
734,990,1
349,974,1
86,941,1
353,940,1
761,913,1
726,904,1
337,900,1
930,883,1
838,882,1
680,875,1
529,760,1
985,867,1
288,838,1
937,834,1
489,821,1
638,817,1
791,813,1
950,808,1
537,807,1
822,797,1
560,787,1
370,783,1
821,857,1
269,471,1
323,477,1
705,262,1
865,279,1
682,467,1
877,252,1
930,227,1
845,219,1
313,179,1
547,171,1
511,169,1
799,160,1
670,148,1
750,138,1
340,136,1
412,134,1
699,126,1
384,123,1
538,122,1
608,108,1
524,72,1
451,70,1
971,288,1
717,293,1
606,300,1
180,400,1
593,458,1
462,25,1
507,441,1
952,440,1
327,440,1
44,440,1
560,437,1
110,433,1
341,403,1
260,402,1
838,302,1
849,48,1
643,396,1
954,385,1
479,385,1
424,383,1
153,383,1
604,354,1
932,346,1
562,333,1
385,310,1
412,28,1
178,46,1
113,961,1
724,1001,1
102,60,1
29,467,1
1000,200,1
17,568,1
840,998,1
999,921,1
987,489,1
